year,address,county,project,level,major,num
2018年,延吉,汪清县,国家计划,初中,数学,3
2018年,延吉,汪清县,国家计划,初中,英语,3
2018年,延吉,汪清县,国家计划,初中,物理,0
2018年,延吉,汪清县,国家计划,初中,化学,0
2018年,延吉,汪清县,国家计划,初中,生物,0
2018年,延吉,汪清县,国家计划,初中,科学,0
2018年,延吉,汪清县,国家计划,初中,地理,1
2018年,延吉,汪清县,国家计划,初中,历史,0
2018年,延吉,汪清县,国家计划,初中,道德与法治（品德与社会）,0
2018年,延吉,汪清县,国家计划,初中,信息技术,1
2018年,延吉,汪清县,国家计划,初中,思想品德,1
2018年,延吉,汪清县,国家计划,初中,音乐,0
2018年,延吉,汪清县,国家计划,初中,体育,0
2018年,延吉,汪清县,国家计划,初中,美术,1
2018年,延吉,汪清县,国家计划,初中,其他,0
2018年,延吉,安图县,国家计划,小学,语文,8
2018年,延吉,安图县,国家计划,小学,数学,1
2018年,延吉,安图县,国家计划,小学,英语,4
2018年,延吉,安图县,国家计划,小学,物理,0
2018年,延吉,安图县,国家计划,小学,化学,0
2018年,延吉,安图县,国家计划,小学,生物,0
2018年,延吉,安图县,国家计划,小学,科学,0
2018年,延吉,安图县,国家计划,小学,地理,0
2018年,延吉,安图县,国家计划,小学,历史,0
2018年,延吉,安图县,国家计划,小学,道德与法治（品德与社会）,0
2018年,延吉,安图县,国家计划,小学,信息技术,0
2018年,延吉,安图县,国家计划,小学,思想品德,0
2018年,延吉,安图县,国家计划,小学,音乐,0
2018年,延吉,安图县,国家计划,小学,体育,1
2018年,延吉,安图县,国家计划,小学,美术,1
2018年,延吉,安图县,国家计划,小学,其他,0
2018年,延吉,安图县,国家计划,初中,语文,4
2018年,延吉,安图县,国家计划,初中,数学,0
2018年,延吉,安图县,国家计划,初中,英语,2
2018年,延吉,安图县,国家计划,初中,物理,0
2018年,延吉,安图县,国家计划,初中,化学,0
2018年,延吉,安图县,国家计划,初中,生物,0
2018年,延吉,安图县,国家计划,初中,科学,0
2018年,延吉,安图县,国家计划,初中,地理,1
2018年,延吉,安图县,国家计划,初中,历史,1
2018年,延吉,安图县,国家计划,初中,道德与法治（品德与社会）,0
2018年,延吉,安图县,国家计划,初中,信息技术,0
2018年,延吉,安图县,国家计划,初中,思想品德,2
2018年,延吉,安图县,国家计划,初中,音乐,0
2018年,延吉,安图县,国家计划,初中,体育,0
2018年,延吉,安图县,国家计划,初中,美术,0
2018年,延吉,安图县,国家计划,初中,其他,0
2018年,松原,前郭县,国家计划,小学,语文,13
2018年,松原,前郭县,国家计划,小学,数学,13
2018年,松原,前郭县,国家计划,小学,英语,9
2018年,松原,前郭县,国家计划,小学,物理,0
2018年,松原,前郭县,国家计划,小学,化学,0
2018年,松原,前郭县,国家计划,小学,生物,0
2018年,松原,前郭县,国家计划,小学,科学,3
2018年,松原,前郭县,国家计划,小学,地理,0
2018年,松原,前郭县,国家计划,小学,历史,0
2018年,松原,前郭县,国家计划,小学,道德与法治（品德与社会）,0
2018年,松原,前郭县,国家计划,小学,信息技术,3
2018年,松原,前郭县,国家计划,小学,思想品德,0
2018年,松原,前郭县,国家计划,小学,音乐,3
2018年,松原,前郭县,国家计划,小学,体育,3
2018年,松原,前郭县,国家计划,小学,美术,3
2018年,松原,前郭县,国家计划,小学,其他,0
2018年,松原,前郭县,国家计划,初中,语文,7
2018年,松原,前郭县,国家计划,初中,数学,7
2018年,松原,前郭县,国家计划,初中,英语,3
2018年,松原,前郭县,国家计划,初中,物理,0
2018年,松原,前郭县,国家计划,初中,化学,0
2018年,松原,前郭县,国家计划,初中,生物,0
2018年,松原,前郭县,国家计划,初中,科学,0
2018年,松原,前郭县,国家计划,初中,地理,0
2018年,松原,前郭县,国家计划,初中,历史,0
2018年,松原,前郭县,国家计划,初中,道德与法治（品德与社会）,0
2018年,松原,前郭县,国家计划,初中,信息技术,0
2018年,松原,前郭县,国家计划,初中,思想品德,2
2018年,松原,前郭县,国家计划,初中,音乐,1
2018年,松原,前郭县,国家计划,初中,体育,0
2018年,松原,前郭县,国家计划,初中,美术,0
2018年,松原,前郭县,国家计划,初中,其他,0
2018年,松原,扶余市,国家计划,小学,语文,18
2018年,松原,扶余市,国家计划,小学,数学,18
2018年,松原,扶余市,国家计划,小学,英语,18
2018年,松原,扶余市,国家计划,小学,物理,0
2018年,松原,扶余市,国家计划,小学,化学,0
2018年,松原,扶余市,国家计划,小学,生物,0
2018年,松原,扶余市,国家计划,小学,科学,0
2018年,松原,扶余市,国家计划,小学,地理,0
2018年,松原,扶余市,国家计划,小学,历史,0
2018年,松原,扶余市,国家计划,小学,道德与法治（品德与社会）,0
2018年,松原,扶余市,国家计划,小学,信息技术,1
2018年,松原,扶余市,国家计划,小学,思想品德,0
2018年,松原,扶余市,国家计划,小学,音乐,0
2018年,松原,扶余市,国家计划,小学,体育,0
2018年,松原,扶余市,国家计划,小学,美术,0
2018年,松原,扶余市,国家计划,小学,其他,0
2018年,松原,扶余市,国家计划,初中,语文,2
2018年,松原,扶余市,国家计划,初中,数学,1
2018年,松原,扶余市,国家计划,初中,英语,2
2018年,松原,扶余市,国家计划,初中,物理,2
2018年,松原,扶余市,国家计划,初中,化学,0
2018年,松原,扶余市,国家计划,初中,生物,4
2018年,松原,扶余市,国家计划,初中,科学,0
2018年,松原,扶余市,国家计划,初中,地理,4
2018年,松原,扶余市,国家计划,初中,历史,0
2018年,松原,扶余市,国家计划,初中,道德与法治（品德与社会）,0
2018年,松原,扶余市,国家计划,初中,信息技术,0
2018年,松原,扶余市,国家计划,初中,思想品德,0
2018年,松原,扶余市,国家计划,初中,音乐,0
2018年,松原,扶余市,国家计划,初中,体育,5
2018年,松原,扶余市,国家计划,初中,美术,0
2018年,松原,扶余市,国家计划,初中,其他,0
2018年,白山,长白山管委会,国家计划,小学,语文,2
2018年,白山,长白山管委会,国家计划,小学,数学,2
2018年,白山,长白山管委会,国家计划,小学,英语,1
2018年,白山,长白山管委会,国家计划,小学,物理,0
2018年,白山,长白山管委会,国家计划,小学,化学,0
2018年,白山,长白山管委会,国家计划,小学,生物,0
2018年,白山,长白山管委会,国家计划,小学,科学,1
2018年,白山,长白山管委会,国家计划,小学,地理,0
2018年,白山,长白山管委会,国家计划,小学,历史,0
2018年,白山,长白山管委会,国家计划,小学,道德与法治（品德与社会）,0
2018年,白山,长白山管委会,国家计划,小学,信息技术,0
2018年,白山,长白山管委会,国家计划,小学,思想品德,0
2018年,白山,长白山管委会,国家计划,小学,音乐,0
2018年,白山,长白山管委会,国家计划,小学,体育,0
2018年,白山,长白山管委会,国家计划,小学,美术,1
2018年,白山,长白山管委会,国家计划,小学,其他,0
2018年,白山,长白山管委会,国家计划,初中,语文,1
2018年,白山,长白山管委会,国家计划,初中,数学,2
2018年,白山,长白山管委会,国家计划,初中,英语,1
2018年,白山,长白山管委会,国家计划,初中,物理,0
2018年,白山,长白山管委会,国家计划,初中,化学,1
2018年,白山,长白山管委会,国家计划,初中,生物,2
2018年,白山,长白山管委会,国家计划,初中,科学,0
2018年,白山,长白山管委会,国家计划,初中,地理,3
2018年,白山,长白山管委会,国家计划,初中,历史,2
2018年,白山,长白山管委会,国家计划,初中,道德与法治（品德与社会）,0
2018年,白山,长白山管委会,国家计划,初中,信息技术,0
2018年,白山,长白山管委会,国家计划,初中,思想品德,0
2018年,白山,长白山管委会,国家计划,初中,音乐,1
2018年,白山,长白山管委会,国家计划,初中,体育,0
2018年,白山,长白山管委会,国家计划,初中,美术,0
2018年,白山,长白山管委会,国家计划,初中,其他,0
2018年,长春,德惠市,省级计划,小学,语文,11
2018年,长春,德惠市,省级计划,小学,数学,6
2018年,长春,德惠市,省级计划,小学,英语,7
2018年,长春,德惠市,省级计划,小学,物理,0
2018年,长春,德惠市,省级计划,小学,化学,0
2018年,长春,德惠市,省级计划,小学,生物,0
2018年,长春,德惠市,省级计划,小学,科学,4
2018年,长春,德惠市,省级计划,小学,地理,0
2018年,长春,德惠市,省级计划,小学,历史,0
2018年,长春,德惠市,省级计划,小学,道德与法治（品德与社会）,1
2018年,长春,德惠市,省级计划,小学,信息技术,2
2018年,长春,德惠市,省级计划,小学,思想品德,0
2018年,长春,德惠市,省级计划,小学,音乐,6
2018年,长春,德惠市,省级计划,小学,体育,9
2018年,长春,德惠市,省级计划,小学,美术,4
2018年,长春,德惠市,省级计划,小学,其他,0
2018年,长春,德惠市,省级计划,初中,语文,9
